dataActualitzacioWeb,dataCaptura,horaCaptura,PacientsNivell1,PacientsNivell2,PacientsNivell3,PacientsNivell4,tempsEsperaAdults,tempsEsperaPediatrics
"Dijous, 12 d'abril de 2018 a les 22'06h",2018-04-12,22:10, 0, 3, 16, 7, 0h. 5min., 0h. 48min.
"Dijous, 12 d'abril de 2018 a les 22'11h",2018-04-12,22:15, 0, 3, 16, 5, 0h. 23min., 0h. 41min.
"Dijous, 12 d'abril de 2018 a les 22'16h",2018-04-12,22:20, 0, 3, 16, 6, 0h. 23min., 0h. 41min.
"Dijous, 12 d'abril de 2018 a les 22'21h",2018-04-12,22:25, 0, 3, 16, 6, 0h. 23min., 0h. 41min.
"Dijous, 12 d'abril de 2018 a les 22'26h",2018-04-12,22:30, 0, 3, 16, 4, 0h. 24min., 0h. 41min.
"Dijous, 12 d'abril de 2018 a les 22'31h",2018-04-12,22:35, 0, 3, 16, 4, 0h. 24min., 0h. 41min.
"Dijous, 12 d'abril de 2018 a les 22'36h",2018-04-12,22:40, 0, 3, 16, 3, 0h. 13min., 0h. 41min.
"Dijous, 12 d'abril de 2018 a les 22'41h",2018-04-12,22:45, 0, 3, 16, 4, 0h. 13min., 0h. 41min.
"Dijous, 12 d'abril de 2018 a les 22'46h",2018-04-12,22:51, 0, 3, 15, 4, 0h. 13min., 0h. 41min.
"Dijous, 12 d'abril de 2018 a les 22'51h",2018-04-12,22:56, 0, 3, 15, 4, 0h. 3min., 0h. 41min.
"Dijous, 12 d'abril de 2018 a les 22'56h",2018-04-12,23:1, 0, 3, 14, 4, 0h. 3min., 0h. 41min.
"Dijous, 12 d'abril de 2018 a les 23'01h",2018-04-12,23:6, 0, 3, 14, 4, 0h. 4min., 0h. 41min.
"Dijous, 12 d'abril de 2018 a les 23'06h",2018-04-12,23:11, 0, 3, 15, 4, 0h. 4min., 0h. 41min.
"Dijous, 12 d'abril de 2018 a les 23'16h",2018-04-12,23:16, 0, 3, 15, 6, 0h. 13min., 0h. 41min.
"Dijous, 12 d'abril de 2018 a les 23'21h",2018-04-12,23:21, 0, 3, 15, 7, 0h. 13min., 0h. 41min.
"Dijous, 12 d'abril de 2018 a les 23'26h",2018-04-12,23:26, 0, 3, 14, 7, 0h. 13min., 0h. 41min.
"Dijous, 12 d'abril de 2018 a les 23'31h",2018-04-12,23:31, 0, 3, 14, 6, 0h. 13min., 0h. 4min.
"Dijous, 12 d'abril de 2018 a les 23'36h",2018-04-12,23:36, 0, 3, 14, 6, 0h. 13min., 0h. 4min.
"Dijous, 12 d'abril de 2018 a les 23'41h",2018-04-12,23:41, 0, 3, 14, 6, 0h. 13min., 0h. 4min.
"Dijous, 12 d'abril de 2018 a les 23'46h",2018-04-12,23:46, 0, 3, 13, 5, 0h. 13min., 0h. 12min.
"Dijous, 12 d'abril de 2018 a les 23'51h",2018-04-12,23:51, 0, 3, 13, 6, 0h. 13min., 0h. 12min.
"Dijous, 12 d'abril de 2018 a les 23'56h",2018-04-12,23:56, 0, 3, 13, 6, 0h. 13min., 0h. 12min.
